Total_Pop,Total_Males,Total_Females,Median_Age,Total_Veterans,Total_White_People,Total_Afr_Am_People,Total_Asian,Total_American_Ind_Alk_Ntv,Total_Cuban_Origin,Total_Puerto_Rican_Origin,Total_Dominican_Origin,Total_Mexican_Origin,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Children,Total_Married_Households,Total_Less_Highschool,Total_Bachelor_Holders,Total_STEM,Total_Business_Degree,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Total_Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Total_Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
723380,352066,371314,39.8,22972,469792,110611,48710,1574,3823,22278,21103,4440,547433,72628,164891,163552,133261,53863,111974,24645,49174,381875,363611,18264,97111,39243,46901,33413,0.4337,42.1,365535,576,20415,15144,39210,22007,32350,46729,61735,18878,15855,12228,1517,"Congressional District 4 (114th Congress), New York",36,04,NY,NY-04-2016,56.3,42.8,53.4,43.8
779896,373875,406021,36.7,14833,138221,384325,107826,2541,3552,40269,27616,9204,426993,122274,333812,174999,99589,103908,86268,17203,31165,405780,369190,36590,65012,28019,92757,12045,0.4282,40.6,371482,542,27272,12968,37295,39646,24955,26879,81223,24711,21237,8683,1302,"Congressional District 5 (114th Congress), New York",36,05,NY,NY-05-2016,90.6,9.1,85.7,12.7
744562,354991,389571,40.5,12751,330300,32212,300927,2407,3590,28867,14949,10688,342209,152434,387530,145108,131937,88099,121955,20308,42202,380567,357984,22583,59696,30379,97946,15352,0.4692,41.5,358596,613,22304,14790,37040,22869,30426,31737,54011,31617,13211,8389,1463,"Congressional District 6 (114th Congress), New York",36,06,NY,NY-06-2016,67.8,31.0,65.1,32.1
753292,376993,376299,33.1,9025,371713,76586,140170,3650,1415,98630,68573,61984,432527,151079,278649,180980,98411,139235,100650,10146,27134,375068,351527,23541,49420,24284,202237,20773,0.5609,36.4,353073,405,21568,16208,37017,17593,24991,28622,43991,44312,9374,15922,1281,"Congressional District 7 (114th Congress), New York",36,07,NY,NY-07-2016,88.4,10.3,86.9,10.4
769795,349775,420020,35.6,13600,238685,405603,46652,2068,2343,55262,35792,12947,481145,93239,261368,169109,85863,89374,102017,19129,26856,380932,346750,34182,47220,26724,167726,13452,0.5220,38.7,349251,699,13335,9192,32765,29565,22089,34457,78353,22480,17780,11698,1157,"Congressional District 8 (114th Congress), New York",36,08,NY,NY-08-2016,89.3,10.1,84.6,13.5
759225,349195,410030,36.0,11060,265278,377346,51962,1519,1871,25526,17235,19527,432171,114258,307243,169734,97329,77444,113735,19027,31366,391178,363122,28056,51148,29381,145048,17844,0.5219,39.5,363918,0,15996,8062,31825,23563,25545,37949,84767,19210,14618,18020,1263,"Congressional District 9 (114th Congress), New York",36,09,NY,NY-09-2016,85.3,13.8,83.5,14.4
728323,350684,377639,36.0,11010,491791,33657,142560,3695,2760,21585,10551,24263,472723,112293,234262,137999,112995,67554,165693,16290,59414,403465,382283,21182,81834,47981,123758,62292,0.5908,38.0,384348,646,12908,12578,25793,13608,63763,42872,42421,24758,8729,23137,1713,"Congressional District 10 (114th Congress), New York",36,10,NY,NY-10-2016,73.6,25.0,78.3,18.8
721433,348721,372712,39.3,22258,513534,57266,99361,2257,2654,52230,9384,26658,487117,77568,218868,155504,136287,66702,103379,19061,36916,342735,322048,20687,66344,32272,105701,17509,0.4674,41.2,323173,388,24534,9623,33274,21877,31943,35587,56402,19561,18632,7567,1273,"Congressional District 11 (114th Congress), New York",36,11,NY,NY-11-2016,51.6,47.3,43.8,53.6
733946,352827,381119,36.6,17026,536679,36162,104451,1445,5431,24473,12496,19621,510711,107417,203602,87464,106505,38452,233457,20318,84002,465875,446295,19580,93649,60928,80654,84489,0.5603,35.8,449491,204,7109,13611,32411,10010,80628,36671,47181,22638,11104,34958,2016,"Congressional District 12 (114th Congress), New York",36,12,NY,NY-12-2016,76.9,21.5,83.3,13.5
790434,374133,416301,33.9,12981,219451,227395,34061,4248,9239,94605,215825,42364,468504,149093,284295,165296,63504,145821,100240,11009,28960,413359,369762,43597,39258,21350,215695,9877,0.5309,35.9,370918,90,15402,11477,34767,20515,24579,42265,69771,46055,9411,10484,1127,"Congressional District 13 (114th Congress), New York",36,13,NY,NY-13-2016,94.6,4.6,92.3,5.4
720690,360176,360514,37.0,13406,317188,78275,128169,5222,5571,67397,59073,74902,359660,182326,330592,149006,96323,123977,86227,14049,29178,374626,350190,24436,52346,26338,121183,7734,0.4460,39.2,351101,1071,25103,17368,37844,30194,22569,25980,51034,48809,11423,8168,1389,"Congressional District 14 (114th Congress), New York",36,14,NY,NY-14-2016,80.7,18.3,77.7,19.8
762550,356939,405611,30.7,9865,108156,236414,13264,3916,3230,157711,228137,47434,427272,157719,276630,213148,60346,165352,47867,5000,14610,321564,286601,34963,26047,16458,285896,2607,0.5132,37.1,289011,345,14976,8482,36353,22964,17006,20737,66494,35862,6456,3636,1026,"Congressional District 15 (114th Congress), New York",36,15,NY,NY-15-2016,96.7,3.0,93.8,4.9
748723,355924,392799,39.7,21009,359837,248095,37706,3358,4669,57297,49555,30000,488462,94545,230511,171039,108976,76698,104156,18358,42701,378563,350288,28275,66325,33005,100370,32135,0.5639,41.9,352738,549,19908,12098,35088,17778,34346,40616,69917,18991,14679,10575,1265,"Congressional District 16 (114th Congress), New York",36,16,NY,NY-16-2016,73.7,25.5,75.1,22.5
742551,365104,377447,39.1,22316,517099,78019,46353,2395,3508,31791,24936,16925,555790,84311,172770,180940,139083,64213,112540,22495,49972,378822,356242,22580,89905,36485,77273,39838,0.4968,42.4,361090,181,21512,17550,36371,12504,30755,47833,55961,21416,14891,9694,1440,"Congressional District 17 (114th Congress), New York",36,17,NY,NY-17-2016,57.1,41.8,58.6,38.4
720268,358339,361929,39.4,35746,548064,71883,22096,2348,2067,48544,8120,19591,625231,27211,76005,169765,132514,42118,94699,12988,34544,353290,332338,20952,79540,34306,70306,24989,0.4730,42.7,335488,1565,20749,24867,40525,18571,23619,38603,48902,20420,19661,10374,1188,"Congressional District 18 (114th Congress), New York",36,18,NY,NY-18-2016,51.4,47.1,47.1,49.0
705044,353357,351687,44.1,43747,628860,31126,11548,1081,1772,23031,3577,8851,652489,18223,42026,135703,134217,51686,75105,13159,18322,339585,319631,19954,58298,27580,92150,10757,0.4494,42.9,325528,6961,25911,23656,37752,15927,16771,41688,52707,22753,17342,6170,894,"Congressional District 19 (114th Congress), New York",36,19,NY,NY-19-2016,52.1,45.9,44.0,50.8
727216,355402,371814,38.9,41208,581140,64709,38024,878,1323,21241,5002,4804,654498,28684,64353,144077,117526,40907,98245,17144,32193,378784,358742,20042,61393,31485,78837,15542,0.4530,39.1,364936,1205,18284,25350,38337,14479,26944,42537,55366,24034,39026,8395,914,"Congressional District 20 (114th Congress), New York",36,20,NY,NY-20-2016,59.2,38.8,54.0,40.5
710842,365039,345803,40.8,56349,658021,23088,6770,2729,401,10531,1989,5048,678184,11402,22621,148405,133594,53069,61649,11525,15262,328932,308392,20540,51580,26003,93932,5770,0.4264,41.2,312500,7080,21719,29212,45056,12219,12245,36436,49536,24391,22089,4859,814,"Congressional District 21 (114th Congress), New York",36,21,NY,NY-21-2016,52.2,46.1,40.0,53.9
711391,353298,358093,41.3,47757,637135,27994,19480,1334,1137,13136,3189,3376,667434,14106,34867,146573,124489,50567,65017,13680,16744,334800,312978,21822,50416,25733,107555,7540,0.4497,41.4,319370,4699,17639,35851,41200,13973,14828,39484,54648,23592,16011,4132,708,"Congressional District 22 (114th Congress), New York",36,22,NY,NY-22-2016,48.8,49.2,39.3,54.8
708372,350974,357398,40.3,51585,642257,21513,18442,4051,674,13863,1513,4372,671466,16684,29349,143390,127115,47204,65949,11412,16876,328696,309090,19606,49592,24687,105560,7829,0.4529,40.7,318308,8919,17865,43751,38005,11989,9736,51237,47354,23615,14925,4319,725,"Congressional District 23 (114th Congress), New York",36,23,NY,NY-23-2016,48.4,49.6,39.7,54.5
708959,347857,361102,39.9,41832,600147,59255,19025,3370,2277,16980,2173,2976,655613,20631,44309,152541,121172,47504,85995,14945,24340,352019,329150,22869,55014,29077,99153,9317,0.4470,41.3,335712,4657,19712,32027,38622,17568,18457,42456,55379,22995,13973,6908,793,"Congressional District 24 (114th Congress), New York",36,24,NY,NY-24-2016,57.0,41.1,48.9,45.3
722956,348669,374287,38.5,36083,545382,117159,29086,3564,3403,41801,5727,3386,636226,32039,66503,152696,121910,51725,100459,19921,33379,372093,347356,24737,53594,28749,105531,11792,0.4551,39.3,353810,1105,16293,37041,41174,13444,17561,46839,61459,22673,11033,9381,855,"Congressional District 25 (114th Congress), New York",36,25,NY,NY-25-2016,58.8,39.4,55.5,39.1
714758,342106,372652,37.7,41449,506459,132066,29144,3128,1034,30846,3032,3237,643414,30231,57825,151435,106594,55445,81262,17674,27368,349622,330794,18828,45106,25566,144823,7801,0.4784,38.2,334536,271,13795,32125,39011,15176,26577,33518,59571,29783,12568,5353,731,"Congressional District 26 (114th Congress), New York",36,26,NY,NY-26-2016,63.9,34.3,57.6,38.0
717794,358751,359043,44.3,48476,674144,17814,7889,3569,429,6280,889,4794,688144,10141,25820,142657,152158,39957,86210,18219,27418,369926,353716,16210,62566,31565,63962,10780,0.4340,43.7,355711,6004,24935,46388,40162,15619,21337,37408,54297,23772,17180,4974,741,"Congressional District 27 (114th Congress), New York",36,27,NY,NY-27-2016,42.9,55.3,35.2,59.7
728488,344180,384308,37.6,44601,291403,381897,11443,8915,799,4989,1323,37809,674982,36428,48363,163578,98880,96464,62624,10185,18003,332562,302553,30009,35148,20227,178027,4637,0.4790,39.0,306077,6120,19295,44133,32208,11561,12253,31109,52604,27174,16390,3675,757,"Congressional District 1 (114th Congress), North Carolina",37,01,NC,NC-01-2016,57.1,42.4,54.7,43.6
796200,389212,406988,36.7,66682,564217,132531,31908,7414,1942,16271,1310,46275,706115,40768,71982,203473,150790,66750,101149,18627,32845,366177,340922,25255,52471,27958,113843,12037,0.4557,40.8,341450,4379,22671,44849,37655,15031,15348,30731,45517,23230,19863,7969,880,"Congressional District 2 (114th Congress), North Carolina",37,02,NC,NC-02-2016,57.0,41.7,60.3,35.9
756975,379592,377383,35.1,71653,562614,141284,10511,3709,3396,7774,2185,31538,716085,16725,30791,160574,139116,48491,80183,16105,19218,344538,314489,30049,45716,23633,123237,7206,0.4541,36.5,316554,6152,23113,27708,42599,13121,16098,27950,43196,32724,22993,4534,869,"Congressional District 3 (114th Congress), North Carolina",37,03,NC,NC-03-2016,40.5,58.6,36.5,61.0
811063,397593,413470,32.5,48498,441648,257098,49382,4651,2056,11199,3643,55329,679697,71832,117115,177463,123773,56787,121133,18995,32578,421583,396383,25200,49423,26481,146998,18500,0.4932,35.9,403882,2234,25627,27970,44127,13536,22974,55455,57091,35761,19300,8270,912,"Congressional District 4 (114th Congress), North Carolina",37,04,NC,NC-04-2016,63.2,35.7,65.2,31.9
755211,369791,385420,41.0,51344,605416,97576,13731,2548,998,8309,662,38626,700035,30617,47769,158668,148430,75110,90089,14343,27826,362849,338440,24409,44817,24890,126549,10185,0.4787,41.7,341477,4076,24092,55227,40948,15059,18936,31415,53160,22809,10591,4037,715,"Congressional District 5 (114th Congress), North Carolina",37,05,NC,NC-05-2016,35.6,63.1,30.3,67.2
753560,368564,384996,42.8,46601,578894,120965,17337,2345,1144,6109,383,29082,702167,26093,44072,155759,148798,65978,101934,16340,29508,371306,350367,20939,49111,26988,99598,12652,0.4773,43.4,353041,3656,25223,47804,43480,14621,21349,33045,57457,22913,11761,3797,773,"Congressional District 6 (114th Congress), North Carolina",37,06,NC,NC-06-2016,58.4,40.7,59.4,37.9
785124,386745,398379,41.6,54485,595543,130877,6399,15112,1303,5322,1278,49576,726212,37371,51636,176561,149257,80606,86453,14047,30439,363114,340344,22770,47426,24669,127689,8689,0.4635,41.8,341093,8946,32095,38644,43747,12979,16036,30430,47262,25525,16772,5305,788,"Congressional District 7 (114th Congress), North Carolina",37,07,NC,NC-07-2016,41.9,57.2,38.7,58.6
750103,368246,381857,39.2,47751,496008,149779,7042,53313,1460,6954,379,50372,697803,30466,46749,181622,135882,85168,64665,9738,21008,345470,319448,26022,43792,23604,134894,4979,0.4456,41.5,321128,4701,30377,51656,37469,17580,16748,28103,43194,22484,13501,3973,725,"Congressional District 8 (114th Congress), North Carolina",37,08,NC,NC-08-2016,47.3,51.8,44.1,53.2
828929,396093,432836,37.7,41792,642309,110469,39062,2411,3173,8845,1181,28144,724925,48547,92132,212969,171168,34490,179798,21636,76267,444872,422844,22028,76101,37138,66975,35396,0.4649,41.5,424009,1350,22106,40224,51973,18194,58995,30388,49165,26468,8325,12348,1107,"Congressional District 9 (114th Congress), North Carolina",37,09,NC,NC-09-2016,44.2,54.9,43.3,53.7
751909,366660,385249,41.4,45163,613489,88470,11458,2558,1732,5293,1994,23137,708822,23747,37808,161736,140340,81712,79161,14252,22955,351595,325100,26495,42154,22794,121936,7663,0.4708,41.2,326871,2376,19269,63818,43893,15096,14346,22562,43890,26474,11821,4230,721,"Congressional District 10 (114th Congress), North Carolina",37,10,NC,NC-10-2016,34.1,64.9,29.6,67.8
739784,361289,378495,45.2,54884,664942,23758,9101,12834,2074,3373,196,27705,698055,21195,36550,141390,154504,79743,77771,15123,21048,331102,312711,18391,42079,22532,114686,6720,0.4507,42.3,314754,5554,26409,47513,34779,10449,15434,26622,51468,26765,12497,3936,671,"Congressional District 11 (114th Congress), North Carolina",37,11,NC,NC-11-2016,43.5,55.2,39.9,57.2
793964,381804,412160,32.8,34380,297746,392085,41117,3412,3509,9115,4237,62194,678185,80114,107783,196163,100486,89729,86647,10264,36206,403629,367923,35706,37980,22452,181290,5944,0.4737,36.4,373371,1612,32204,37167,40672,22622,32749,27590,47383,32545,8568,8528,846,"Congressional District 12 (114th Congress), North Carolina",37,12,NC,NC-12-2016,66.5,32.6,67.3,29.5
791492,386237,405255,39.7,49369,580486,145703,19831,1291,3199,8311,1113,35189,720765,33354,61934,198094,168026,48391,145805,17938,49789,407467,386792,20675,67118,32300,72113,20311,0.4458,42.4,387265,4538,26554,43171,43177,13456,27316,35202,44826,24506,21617,11213,951,"Congressional District 13 (114th Congress), North Carolina",37,13,NC,NC-13-2016,34.3,64.7,30.6,67.0
756928,388152,368776,34.9,46507,667900,15681,10104,37745,544,1417,658,19396,721972,16067,28649,171314,150297,36968,105625,22012,28549,410160,399955,10205,60557,31782,80170,15865,0.4664,37.1,404589,38380,32190,27497,47045,23354,20660,35123,61498,25784,17628,4835,775,"Congressional District (at Large) (114th Congress), North Dakota",38,AL,ND,ND-AL-2016,38.9,58.7,27.7,64.1
729977,355448,374529,37.5,42902,520195,161131,23054,685,229,3396,76,9943,685714,19755,38688,177736,128826,41699,105368,20078,37504,371562,346774,24788,55059,29280,104669,16620,0.4851,40.6,349212,1423,17026,42642,42872,16766,26892,29018,57301,22106,11630,5630,725,"Congressional District 1 (114th Congress), Ohio",39,01,OH,OH-01-2016,46.3,52.4,44.6,51.2
730725,356807,373918,39.4,47066,638064,60870,9611,1524,153,2460,428,6004,704774,8915,20880,167957,133893,52098,99150,17067,33859,361161,342229,18932,52371,28368,99647,12692,0.4741,40.4,342538,3423,17384,50507,42946,15357,26026,25543,52959,23031,12713,5991,746,"Congressional District 2 (114th Congress), Ohio",39,02,OH,OH-02-2016,43.7,54.7,39.7,55.8
767295,369592,397703,32.5,40366,439778,250694,27041,1367,437,5752,2975,30212,672540,51362,87122,187841,95405,61978,87497,13705,31018,402102,371769,30333,42601,24260,172817,6206,0.4535,35.4,377530,711,16566,27304,51203,27751,36725,28874,54632,33962,14675,7512,831,"Congressional District 3 (114th Congress), Ohio",39,03,OH,OH-03-2016,69.7,28.9,67.0,28.6
713302,354646,358656,40.7,52548,645601,38152,7014,2455,248,7059,65,15993,696941,6308,12836,162444,138855,49851,51825,10470,16546,350023,329398,20625,50627,26253,93424,5567,0.4302,41.8,331707,5534,16669,88282,31423,18428,11980,25321,46124,22262,12426,3522,668,"Congressional District 4 (114th Congress), Ohio",39,04,OH,OH-04-2016,42.0,56.0,30.7,64.3
721478,352113,369365,39.5,45481,663594,19675,8877,533,623,3248,61,28565,699503,7920,17502,166072,147896,36359,74587,15747,27101,370595,353754,16841,56098,28518,73466,8960,0.4262,40.5,358570,6411,19217,82905,38105,21239,12881,34514,49329,22948,10234,3974,712,"Congressional District 5 (114th Congress), Ohio",39,05,OH,OH-05-2016,44.1,53.9,34.6,59.7
699217,346742,352475,43.7,52148,663560,17108,3024,1389,517,1903,44,3392,688738,3184,7680,145035,141134,60967,49885,11939,13289,314654,293850,20804,43964,23412,111523,4585,0.4473,42.4,296236,9853,18054,42704,38955,21388,12372,22464,49642,22762,11516,4279,634,"Congressional District 6 (114th Congress), Ohio",39,06,OH,OH-06-2016,42.7,55.2,26.7,69.3
745591,366276,379315,40.6,50111,690542,29013,5315,594,99,3972,698,5063,729004,5768,13483,176952,145983,63285,65836,12464,22378,371904,351814,20090,51132,26054,93318,8157,0.4269,41.2,355488,9872,21858,68485,39456,17064,19222,27017,51094,26331,10999,5371,695,"Congressional District 7 (114th Congress), Ohio",39,07,OH,OH-07-2016,44.2,53.7,32.8,62.5
727589,355791,371798,38.8,51375,643837,41407,13535,1584,667,2225,877,15411,696272,14245,26235,172436,140374,54961,72957,13790,24564,360975,340679,20296,54069,26841,96225,9308,0.4392,40.8,343113,4198,18969,64612,39346,15157,20877,31641,47405,26121,11226,4252,758,"Congressional District 8 (114th Congress), Ohio",39,08,OH,OH-08-2016,36.4,61.9,30.6,65.1
709752,346023,363729,38.3,44376,524046,123125,9833,2760,1122,38759,1029,27104,658242,14642,32725,156917,104451,65472,68582,10867,22880,357539,325892,31647,41379,23661,143834,6976,0.4661,39.2,328828,1998,16264,50783,39523,16988,16608,22569,52629,32604,13582,5033,694,"Congressional District 9 (114th Congress), Ohio",39,09,OH,OH-09-2016,67.6,30.9,58.7,36.5
720041,349601,370440,39.0,59713,556056,118380,15120,1541,732,4049,137,10589,680081,16518,33955,158711,129082,45341,81760,15074,30740,347572,323376,24196,49490,26112,117888,10053,0.4557,39.4,330534,1698,16630,42484,34919,12774,19161,31398,56030,25218,19106,5857,749,"Congressional District 10 (114th Congress), Ohio",39,10,OH,OH-10-2016,48.2,50.1,44.0,51.3
704489,331047,373442,38.2,36191,282431,370986,18612,2577,413,19721,545,7266,656389,18453,37369,157544,86499,67359,66604,14275,24261,334078,293392,40686,35624,22068,180750,9410,0.5325,39.2,297073,267,9217,34525,30461,11837,21829,27582,62929,27471,11209,5374,711,"Congressional District 11 (114th Congress), Ohio",39,11,OH,OH-11-2016,82.7,16.5,80.5,17.0
765297,381845,383452,37.8,44996,672586,35749,27811,1263,1353,3930,406,7486,722420,18322,36646,181054,158576,35385,132780,19308,48229,401285,382534,18751,69056,32460,71924,21982,0.4616,40.3,384798,2487,16849,41044,46231,14897,42153,36211,52191,29162,17319,8832,898,"Congressional District 12 (114th Congress), Ohio",39,12,OH,OH-12-2016,43.9,54.4,41.9,53.2
